class,model,method,file_path,module
ProductionLot,stock.production.lot,create,C:\Cursor\Odoo\csl_addons\csl_rma\models\stock_production_lot.py,csl_rma
ProductionLot,stock.production.lot,write,C:\Cursor\Odoo\csl_addons\csl_rma\models\stock_production_lot.py,csl_rma
ImproveRmaCustomerWizard,improve.rma.customer.wizard,default_get,C:\Cursor\Odoo\csl_addons\csl_rma\wizard\improve_customer_rma.py,csl_rma
ImproveRmaProductWizard,improve.rma.product.wizard,create,C:\Cursor\Odoo\csl_addons\csl_rma\wizard\improve_product_rma.py,csl_rma
RmaPrintSerialNo,rma.print.serial_no.wizard,create,C:\Cursor\Odoo\csl_addons\csl_rma\wizard\select_printing_serial_nos.py,csl_rma
ReturnPicking,stock.return.picking,create_returns,C:\Cursor\Odoo\csl_addons\csl_rma\wizard\stock_picking_return.py,csl_rma
SaleOrderLine,sale.order.line,create,C:\Cursor\Odoo\csl_addons\csl_sale\models\sale_order.py,csl_sale
SaleOrderLine,sale.order.line,write,C:\Cursor\Odoo\csl_addons\csl_sale\models\sale_order.py,csl_sale
SaleOrderLine,sale.order.line,_compute_qty_at_date,C:\Cursor\Odoo\csl_addons\csl_sale\models\sale_order.py,csl_sale
SaleOrder,sale.order,name_search,C:\Cursor\Odoo\csl_addons\csl_sale\models\sale_order.py,csl_sale
SaleOrder,sale.order,search_read,C:\Cursor\Odoo\csl_addons\csl_sale\models\sale_order.py,csl_sale
SaleOrder,sale.order,action_confirm,C:\Cursor\Odoo\csl_addons\csl_sale\models\sale_order.py,csl_sale
SaleOrder,sale.order,write,C:\Cursor\Odoo\csl_addons\csl_sale\models\sale_order.py,csl_sale
StockMoveLine,stock.move.line,_get_aggregated_product_quantities,C:\Cursor\Odoo\csl_addons\csl_sale\models\stock_move.py,csl_sale
MoveOrderLine,merge.order.line,default_get,C:\Cursor\Odoo\csl_addons\csl_sale\wizard\merge_soline.py,csl_sale
OdooMigrations,odoo.migrations,validate_file_name_type,C:\Cursor\Odoo\csl_addons\csl_utilities\models\import_script.py,csl_utilities
Http,ir.http,_get_converters,C:\Cursor\Odoo\csl_addons\csl_website\controllers\ir_http.py,csl_website
ProductTemplateAttributeValue,product.template.attribute.value,_only_active,C:\Cursor\Odoo\csl_addons\csl_website\models\product.py,csl_website
ResPartner,res.partner,_get_signup_url_for_action,C:\Cursor\Odoo\csl_addons\csl_website\models\res_partner.py,csl_website
ExpectedDelivery,rma.expected_delivery,_compute_access_url,C:\Cursor\Odoo\csl_addons\csl_website\models\rma.py,csl_website
SaleOrder,sale.order,action_cancel,C:\Cursor\Odoo\csl_addons\csl_website\models\sale_order.py,csl_website
SaleOrder,sale.order,action_confirm,C:\Cursor\Odoo\csl_addons\csl_website\models\sale_order.py,csl_website
SaleOrder,sale.order,message_post,C:\Cursor\Odoo\csl_addons\csl_website\models\sale_order.py,csl_website
SaleOrder,sale.order,action_quotation_send,C:\Cursor\Odoo\csl_addons\csl_website\models\sale_order.py,csl_website
SaleOrder,sale.order,action_recovery_email_send,C:\Cursor\Odoo\csl_addons\csl_website\models\sale_order.py,csl_website
BiSQLView,bi.sql.view,write,C:\Cursor\Odoo\csl_addons\extra_addons\bi_sql_editor\models\bi_sql_view.py,bi_sql_editor
BiSQLView,bi.sql.view,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\bi_sql_editor\models\bi_sql_view.py,bi_sql_editor
BiSQLView,bi.sql.view,copy,C:\Cursor\Odoo\csl_addons\extra_addons\bi_sql_editor\models\bi_sql_view.py,bi_sql_editor
BiSQLView,bi.sql.view,button_set_draft,C:\Cursor\Odoo\csl_addons\extra_addons\bi_sql_editor\models\bi_sql_view.py,bi_sql_editor
BiSQLView,bi.sql.view,_check_execution,C:\Cursor\Odoo\csl_addons\extra_addons\bi_sql_editor\models\bi_sql_view.py,bi_sql_editor
BiSQLViewField,bi.sql.view.field,create,C:\Cursor\Odoo\csl_addons\extra_addons\bi_sql_editor\models\bi_sql_view_field.py,bi_sql_editor
IrModelFields,ir.model.fields,_add_manual_fields,C:\Cursor\Odoo\csl_addons\extra_addons\bi_sql_editor\models\ir_model.py,bi_sql_editor
ir_attachment,ir.attachment,_inverse_datas,C:\Cursor\Odoo\csl_addons\extra_addons\cloud_base\models\ir_attachment.py,cloud_base
ir_attachment,ir.attachment,_inverse_raw,C:\Cursor\Odoo\csl_addons\extra_addons\cloud_base\models\ir_attachment.py,cloud_base
ir_attachment,ir.attachment,read,C:\Cursor\Odoo\csl_addons\extra_addons\cloud_base\models\ir_attachment.py,cloud_base
ir_attachment,ir.attachment,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\cloud_base\models\ir_attachment.py,cloud_base
ir_attachment,ir.attachment,copy,C:\Cursor\Odoo\csl_addons\extra_addons\cloud_base\models\ir_attachment.py,cloud_base
ir_attachment,ir.attachment,_file_read,C:\Cursor\Odoo\csl_addons\extra_addons\cloud_base\models\ir_attachment.py,cloud_base
ir_attachment,ir.attachment,_attachment_format,C:\Cursor\Odoo\csl_addons\extra_addons\cloud_base\models\ir_attachment.py,cloud_base
IrHttp,ir.http,_binary_ir_attachment_redirect_content,C:\Cursor\Odoo\csl_addons\extra_addons\cloud_base\models\ir_http.py,cloud_base
res_config_settings,res.config.settings,get_values,C:\Cursor\Odoo\csl_addons\extra_addons\cloud_base\models\res_config_settings.py,cloud_base
res_config_settings,res.config.settings,set_values,C:\Cursor\Odoo\csl_addons\extra_addons\cloud_base\models\res_config_settings.py,cloud_base
HrAttendanceBreak,hr.attendance.break,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_attendance_kiosk_break\models\hr_attendance.py,hr_attendance_kiosk_break
HrAttendanceBreak,hr.attendance.break,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\hr_attendance_kiosk_break\models\hr_attendance.py,hr_attendance_kiosk_break
HrAttendanceBreak,hr.attendance.break,create,C:\Cursor\Odoo\csl_addons\extra_addons\hr_attendance_kiosk_break\models\hr_attendance.py,hr_attendance_kiosk_break
Digest,digest.digest,_compute_kpis_actions,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\digest.py,hr_rfid
HrDepartment,hr.department,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_department.py,hr_rfid
HrDepartment,hr.department,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_department.py,hr_rfid
HrEmployee,hr.employee,create,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_employee.py,hr_rfid
HrEmployee,hr.employee,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_employee.py,hr_rfid
HrEmployee,hr.employee,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_employee.py,hr_rfid
HrRfidAccessGroup,hr.rfid.access.group,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_access_group.py,hr_rfid
HrRfidAccessGroup,hr.rfid.access.group,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_access_group.py,hr_rfid
HrRfidAccessGroupDoorRel,hr.rfid.access.group.door.rel,create,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_access_group.py,hr_rfid
HrRfidAccessGroupDoorRel,hr.rfid.access.group.door.rel,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_access_group.py,hr_rfid
HrRfidAccessGroupEmployeeRel,hr.rfid.access.group.employee.rel,create,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_access_group.py,hr_rfid
HrRfidAccessGroupEmployeeRel,hr.rfid.access.group.employee.rel,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_access_group.py,hr_rfid
HrRfidAccessGroupEmployeeRel,hr.rfid.access.group.employee.rel,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_access_group.py,hr_rfid
HrRfidAccessGroupContactRel,hr.rfid.access.group.contact.rel,create,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_access_group.py,hr_rfid
HrRfidAccessGroupContactRel,hr.rfid.access.group.contact.rel,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_access_group.py,hr_rfid
HrRfidAccessGroupContactRel,hr.rfid.access.group.contact.rel,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_access_group.py,hr_rfid
HrRfidCard,hr.rfid.card,create,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_card.py,hr_rfid
HrRfidCard,hr.rfid.card,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_card.py,hr_rfid
HrRfidCard,hr.rfid.card,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_card.py,hr_rfid
HrRfidCardType,hr.rfid.card.type,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_card.py,hr_rfid
HrRfidCommands,hr.rfid.command,create,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_command.py,hr_rfid
HrRfidCommands,hr.rfid.command,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_command.py,hr_rfid
HrRfidController,hr.rfid.ctrl,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_ctrl.py,hr_rfid
HrRfidReader,hr.rfid.reader,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_ctrl_reader.py,hr_rfid
CtrlTemperatureAndHumidity,hr.rfid.ctrl.th,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_ctrl_th.py,hr_rfid
HrRfidDoor,hr.rfid.door,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_door.py,hr_rfid
HrRfidCardDoorRel,hr.rfid.card.door.rel,create,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_door.py,hr_rfid
HrRfidCardDoorRel,hr.rfid.card.door.rel,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_door.py,hr_rfid
HrRfidCardDoorRel,hr.rfid.card.door.rel,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_door.py,hr_rfid
HrRfidSystemEvent,hr.rfid.event.system,create,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_event_system.py,hr_rfid
HrRfidSystemEvent,hr.rfid.event.system,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_event_system.py,hr_rfid
HrRfidUserEvent,hr.rfid.event.user,create,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_event_user.py,hr_rfid
ResConfigSettings,res.config.settings,get_values,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_settings.py,hr_rfid
ResConfigSettings,res.config.settings,set_values,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_settings.py,hr_rfid
HrRfidWebstack,hr.rfid.webstack,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\hr_rfid_webstack.py,hr_rfid
ResCompany,res.company,create,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\res_company.py,hr_rfid
ResPartner,res.partner,write,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\res_partner.py,hr_rfid
ResPartner,res.partner,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\hr_rfid\models\res_partner.py,hr_rfid
ResUsers,res.users,__init__,C:\Cursor\Odoo\csl_addons\extra_addons\ob_chatter_position\models\res_users.py,ob_chatter_position
ir_attachment,ir.attachment,_return_client_context,C:\Cursor\Odoo\csl_addons\extra_addons\onedrive\models\ir_attachment.py,onedrive
res_config_settings,res.config.settings,get_values,C:\Cursor\Odoo\csl_addons\extra_addons\onedrive\models\res_config_settings.py,onedrive
res_config_settings,res.config.settings,set_values,C:\Cursor\Odoo\csl_addons\extra_addons\onedrive\models\res_config_settings.py,onedrive
res_config_settings,res.config.settings,action_reset,C:\Cursor\Odoo\csl_addons\extra_addons\onedrive\models\res_config_settings.py,onedrive
IRActionsWindow,ir.actions.act_window,read,C:\Cursor\Odoo\csl_addons\extra_addons\partner_contact_in_several_companies\models\ir_actions.py,partner_contact_in_several_companies
ResPartner,res.partner,search,C:\Cursor\Odoo\csl_addons\extra_addons\partner_contact_in_several_companies\models\res_partner.py,partner_contact_in_several_companies
ResPartner,res.partner,create,C:\Cursor\Odoo\csl_addons\extra_addons\partner_contact_in_several_companies\models\res_partner.py,partner_contact_in_several_companies
ResPartner,res.partner,read,C:\Cursor\Odoo\csl_addons\extra_addons\partner_contact_in_several_companies\models\res_partner.py,partner_contact_in_several_companies
ResPartner,res.partner,write,C:\Cursor\Odoo\csl_addons\extra_addons\partner_contact_in_several_companies\models\res_partner.py,partner_contact_in_several_companies
ResPartner,res.partner,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\partner_contact_in_several_companies\models\res_partner.py,partner_contact_in_several_companies
ResPartner,res.partner,_compute_commercial_partner,C:\Cursor\Odoo\csl_addons\extra_addons\partner_contact_in_several_companies\models\res_partner.py,partner_contact_in_several_companies
ResPartner,res.partner,_fields_sync,C:\Cursor\Odoo\csl_addons\extra_addons\partner_contact_in_several_companies\models\res_partner.py,partner_contact_in_several_companies
ResPartner,res.partner,create,C:\Cursor\Odoo\csl_addons\extra_addons\partner_firstname\models\res_partner.py,partner_firstname
ResPartner,res.partner,copy,C:\Cursor\Odoo\csl_addons\extra_addons\partner_firstname\models\res_partner.py,partner_firstname
ResPartner,res.partner,default_get,C:\Cursor\Odoo\csl_addons\extra_addons\partner_firstname\models\res_partner.py,partner_firstname
ResUser,res.users,default_get,C:\Cursor\Odoo\csl_addons\extra_addons\partner_firstname\models\res_users.py,partner_firstname
ResUser,res.users,copy,C:\Cursor\Odoo\csl_addons\extra_addons\partner_firstname\models\res_users.py,partner_firstname
AccountMove,account.move,action_post,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\account_move.py,printnode_base
IrHttp,ir.http,session_info,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\ir_http.py,printnode_base
PrintNodeAccount,printnode.account,create,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\printnode_account.py,printnode_base
PrintNodeAccount,printnode.account,write,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\printnode_account.py,printnode_base
PrintnodeMapActionServer,printnode.map.action.server,create,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\printnode_map_action_server.py,printnode_base
PrintnodeMapActionServer,printnode.map.action.server,write,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\printnode_map_action_server.py,printnode_base
PrintnodeMapActionServer,printnode.map.action.server,unlink,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\printnode_map_action_server.py,printnode_base
ProcurementGroup,procurement.group,run_scheduler,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\procurement_group.py,printnode_base
ProductTemplate,product.template,_add_multi_print_lines,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\product_template.py,printnode_base
PurchaseOrder,purchase.order,button_approve,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\purchase_order.py,printnode_base
ResConfigSettings,res.config.settings,fields_get,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\res_config_settings.py,printnode_base
ResConfigSettings,res.config.settings,get_values,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\res_config_settings.py,printnode_base
ResConfigSettings,res.config.settings,set_values,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\res_config_settings.py,printnode_base
User,res.users,__init__,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\res_users.py,printnode_base
SaleOrder,sale.order,action_confirm,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\sale_order.py,printnode_base
StockMoveLine,stock.move.line,create,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\stock_move_line.py,printnode_base
StockMoveLine,stock.move.line,write,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\stock_move_line.py,printnode_base
StockPicking,stock.picking,_compute_field_value,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\stock_picking.py,printnode_base
StockPicking,stock.picking,_put_in_pack,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\stock_picking.py,printnode_base
StockPicking,stock.picking,button_validate,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\stock_picking.py,printnode_base
StockPicking,stock.picking,cancel_shipment,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\stock_picking.py,printnode_base
StockPicking,stock.picking,send_to_shipper,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\stock_picking.py,printnode_base
StockPicking,stock.picking,_create_backorder,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\models\stock_picking.py,printnode_base
ChooseDeliveryPackage,choose.delivery.package,default_get,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\wizard\choose_delivery_package.py,printnode_base
PrintnodeAttachUniversalWizard,printnode.attach.universal.wizard,default_get,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\wizard\printnode_attach_universal_wizard.py,printnode_base
PrintnodeInstaller,printnode.installer,default_get,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\wizard\printnode_installer_wizard.py,printnode_base
ProductLabelMultiPrint,product.label.multi.print,default_get,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\wizard\product_label_multi_print.py,printnode_base
ProductLabelMultiPrint,product.label.multi.print,fields_get,C:\Cursor\Odoo\csl_addons\extra_addons\printnode_base\wizard\product_label_multi_print.py,printnode_base
IrActionsReport,ir.actions.report,_build_wkhtmltopdf_args,C:\Cursor\Odoo\csl_addons\extra_addons\report_wkhtmltopdf_param\models\report.py,report_wkhtmltopdf_param
ResUsers,res.users,__init__,C:\Cursor\Odoo\csl_addons\extra_addons\sh_all_in_one_purchase_tools\sh_base_whatsapp_integration\models\base_model.py,sh_base_whatsapp_integration
ShMpoMergePurchaseOrderWizard,sh.mpo.merge.purchase.order.wizard,default_get,C:\Cursor\Odoo\csl_addons\extra_addons\sh_all_in_one_purchase_tools\sh_merge_purchase_order\wizard\merge_purchase_order.py,sh_merge_purchase_order
PurchaseOrder,purchase.order,fields_view_get,C:\Cursor\Odoo\csl_addons\extra_addons\sh_all_in_one_purchase_tools\sh_purchase_tags\models\purchase_order.py,sh_purchase_tags
ShSendWhatsappMessage,sh.base.send.whatsapp.message.wizard,action_send_whatsapp_message,C:\Cursor\Odoo\csl_addons\extra_addons\sh_all_in_one_purchase_tools\sh_purchase_whatsapp_integration\models\purchase_order_inherit.py,sh_purchase_whatsapp_integration
StockMove,stock.move,_compute_show_details_visible,C:\Cursor\Odoo\csl_addons\extra_addons\stock_move_location\models\stock_move.py,stock_move_location
StockMoveLocationWizard,wiz.stock.move.location,default_get,C:\Cursor\Odoo\csl_addons\extra_addons\stock_move_location\wizard\stock_move_location.py,stock_move_location
IrHttp,ir.http,session_info,C:\Cursor\Odoo\csl_addons\extra_addons\switch_user_app\models\ir_http.py,switch_user_app
ResConfigSettings,res.config.settings,set_values,C:\Cursor\Odoo\csl_addons\extra_addons\switch_user_app\models\res_config_settings.py,switch_user_app
ResConfigSettings,res.config.settings,get_values,C:\Cursor\Odoo\csl_addons\extra_addons\switch_user_app\models\res_config_settings.py,switch_user_app
ResUsers,res.users,_check_credentials,C:\Cursor\Odoo\csl_addons\extra_addons\switch_user_app\models\res_users.py,switch_user_app
IrActionsActMulti,ir.actions.act_multi,_get_readable_fields,C:\Cursor\Odoo\csl_addons\extra_addons\web_ir_actions_act_multi\models\ir_actions.py,web_ir_actions_act_multi
ProjectTask,project.task,write,C:\Cursor\Odoo\csl_addons\project_repair_workflow\models\project_task.py,project_repair_workflow
AccountAnalyticLine,account.analytic.line,create,C:\Cursor\Odoo\csl_addons\project_repair_workflow\models\project_task.py,project_repair_workflow
ProjectTaskType,project.task.type,unlink,C:\Cursor\Odoo\csl_addons\project_repair_workflow\models\project_task_type.py,project_repair_workflow
IrModelField,ir.model.fields,_reflect_field_params,C:\Cursor\Odoo\csl_addons\project_repair_workflow_trigger\models\mixins.py,project_repair_workflow_trigger
IrModelField,ir.model.fields,_instanciate_attrs,C:\Cursor\Odoo\csl_addons\project_repair_workflow_trigger\models\mixins.py,project_repair_workflow_trigger
GetStatusMixin,get.status.mixin,create,C:\Cursor\Odoo\csl_addons\project_repair_workflow_trigger\models\mixins.py,project_repair_workflow_trigger
GetStatusMixin,get.status.mixin,write,C:\Cursor\Odoo\csl_addons\project_repair_workflow_trigger\models\mixins.py,project_repair_workflow_trigger
ProjectRepairTaskWorkflowTrigger,project.repair.task.workflow.trigger,default_get,C:\Cursor\Odoo\csl_addons\project_repair_workflow_trigger\models\project_repair_task_workflow_trigger.py,project_repair_workflow_trigger
PurchaseOrder,purchase.order,button_confirm,C:\Cursor\Odoo\csl_addons\purchase_by_line_routes\models\purchase.py,purchase_by_line_routes
PurchaseOrder,purchase.order,write,C:\Cursor\Odoo\csl_addons\purchase_by_line_routes\models\purchase.py,purchase_by_line_routes
PurchaseOrder,purchase.order,_prepare_picking,C:\Cursor\Odoo\csl_addons\purchase_by_line_routes\models\purchase.py,purchase_by_line_routes
PurchaseOrderLine,purchase.order.line,_create_stock_moves,C:\Cursor\Odoo\csl_addons\purchase_by_line_routes\models\purchase.py,purchase_by_line_routes
PurchaseOrderLine,purchase.order.line,_prepare_stock_moves,C:\Cursor\Odoo\csl_addons\purchase_by_line_routes\models\purchase.py,purchase_by_line_routes
PurchaseOrderLine,purchase.order.line,onchange_product_id,C:\Cursor\Odoo\csl_addons\purchase_by_line_routes\models\purchase.py,purchase_by_line_routes
QualityCheck,quality.check,redirect_after_pass_fail,C:\Cursor\Odoo\csl_addons\purchase_by_line_routes\models\quality.py,purchase_by_line_routes
StockPicking,stock.picking,create,C:\Cursor\Odoo\csl_addons\purchase_by_line_routes\models\stock.py,purchase_by_line_routes
StockPicking,stock.picking,button_validate,C:\Cursor\Odoo\csl_addons\purchase_by_line_routes\models\stock.py,purchase_by_line_routes
StockMove,stock.move,_get_new_picking_values,C:\Cursor\Odoo\csl_addons\purchase_by_line_routes\models\stock.py,purchase_by_line_routes
ResConfigSettings,res.config.settings,set_values,C:\Cursor\Odoo\csl_addons\sale_disable_auto_followers\models\ir_config_parameter.py,sale_disable_auto_followers
ResConfigSettings,res.config.settings,get_values,C:\Cursor\Odoo\csl_addons\sale_disable_auto_followers\models\ir_config_parameter.py,sale_disable_auto_followers
MailThread,mail.thread,message_subscribe,C:\Cursor\Odoo\csl_addons\sale_disable_auto_followers\models\mail_thread.py,sale_disable_auto_followers
MailThread,mail.thread,_message_auto_subscribe,C:\Cursor\Odoo\csl_addons\sale_disable_auto_followers\models\mail_thread.py,sale_disable_auto_followers
SaleOrder,sale.order,message_post,C:\Cursor\Odoo\csl_addons\sale_disable_auto_followers\models\sale.py,sale_disable_auto_followers
SaleOrder,sale.order,update_prices,C:\Cursor\Odoo\csl_addons\sale_disable_auto_followers\models\sale.py,sale_disable_auto_followers
SaleOrder,sale.order,action_confirm,C:\Cursor\Odoo\csl_addons\sale_disable_auto_followers\models\sale.py,sale_disable_auto_followers
SaleOrder,sale.order,create,C:\Cursor\Odoo\csl_addons\sale_disable_auto_followers\models\sale.py,sale_disable_auto_followers
SaleOrder,sale.order,write,C:\Cursor\Odoo\csl_addons\sale_disable_auto_followers\models\sale.py,sale_disable_auto_followers
AccountMove,account.move,action_post,C:\Cursor\Odoo\csl_addons\sale_disable_auto_followers\models\sale.py,sale_disable_auto_followers
StockPicking,stock.picking,button_validate,C:\Cursor\Odoo\csl_addons\sale_disable_auto_followers\models\sale.py,sale_disable_auto_followers
SaleAdvancePaymentInv,sale.advance.payment.inv,create_invoices,C:\Cursor\Odoo\csl_addons\sale_disable_auto_followers\models\sale.py,sale_disable_auto_followers
ChooseDeliveryCarrier,choose.delivery.carrier,default_get,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\choose_delivery_carrier.py,shipengine_shipping_integration_ex
ChooseDeliveryCarrier,choose.delivery.carrier,_get_shipment_rate,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\choose_delivery_carrier.py,shipengine_shipping_integration_ex
ChooseDeliveryCarrier,choose.delivery.carrier,button_confirm,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\choose_delivery_carrier.py,shipengine_shipping_integration_ex
ExpectedDelivery,rma.expected_delivery,button_action_confirm,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\expected_delivery.py,shipengine_shipping_integration_ex
ResConfigSettings,res.config.settings,set_values,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\res_config_parameter.py,shipengine_shipping_integration_ex
ResConfigSettings,res.config.settings,get_values,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\res_config_parameter.py,shipengine_shipping_integration_ex
SaleOrder,sale.order,create,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\sale_order.py,shipengine_shipping_integration_ex
SaleOrder,sale.order,set_delivery_line,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\sale_order.py,shipengine_shipping_integration_ex
SaleOrder,sale.order,_create_delivery_line,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\sale_order.py,shipengine_shipping_integration_ex
SaleOrder,sale.order,action_open_delivery_wizard,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\sale_order.py,shipengine_shipping_integration_ex
SaleOrder,sale.order,_remove_delivery_line,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\sale_order.py,shipengine_shipping_integration_ex
SaleOrderLine,sale.order.line,unlink,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\sale_order.py,shipengine_shipping_integration_ex
StockPicking,stock.picking,button_validate,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\stock_picking.py,shipengine_shipping_integration_ex
StockMove,stock.move,_get_new_picking_values,C:\Cursor\Odoo\csl_addons\shipengine_shipping_integration_ex\models\stock_picking.py,shipengine_shipping_integration_ex
