class,model,method,file_path,module
AccountGeneralLedger,account.general.ledger,_get_xsd_file,C:\Odoo\sh\src\enterprise\l10n_no_saft\models\account_general_ledger.py,l10n_no_saft
AccountEdiFormat,account.edi.format,_is_required_for_invoice,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_edi_format.py,l10n_pe_edi
AccountEdiFormat,account.edi.format,_get_invoice_edi_content,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_edi_format.py,l10n_pe_edi
AccountEdiFormat,account.edi.format,_needs_web_services,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_edi_format.py,l10n_pe_edi
AccountEdiFormat,account.edi.format,_support_batching,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_edi_format.py,l10n_pe_edi
AccountEdiFormat,account.edi.format,_get_batch_key,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_edi_format.py,l10n_pe_edi
AccountEdiFormat,account.edi.format,_check_move_configuration,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_edi_format.py,l10n_pe_edi
AccountEdiFormat,account.edi.format,_is_compatible_with_journal,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_edi_format.py,l10n_pe_edi
AccountEdiFormat,account.edi.format,_post_invoice_edi,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_edi_format.py,l10n_pe_edi
AccountEdiFormat,account.edi.format,_cancel_invoice_edi,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_edi_format.py,l10n_pe_edi
AccountJournal,account.journal,_compute_edi_format_ids,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_journal.py,l10n_pe_edi
AccountMove,account.move,_get_last_sequence_domain,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_move.py,l10n_pe_edi
AccountMove,account.move,_get_starting_sequence,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_move.py,l10n_pe_edi
AccountMove,account.move,button_cancel_posted_moves,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_move.py,l10n_pe_edi
AccountMove,account.move,_get_name_invoice_report,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\account_move.py,l10n_pe_edi
Certificate,l10n_pe_edi.certificate,create,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\l10n_pe_edi_certificate.py,l10n_pe_edi
MailTemplate,mail.template,_get_edi_attachments,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\mail_template.py,l10n_pe_edi
ResCompany,res.company,_localization_use_documents,C:\Odoo\sh\src\enterprise\l10n_pe_edi\models\res_company.py,l10n_pe_edi
AccountDebitNote,account.debit.note,_prepare_default_values,C:\Odoo\sh\src\enterprise\l10n_pe_edi\wizards\account_debit_note.py,l10n_pe_edi
AccountMoveReversal,account.move.reversal,_prepare_default_reversal,C:\Odoo\sh\src\enterprise\l10n_pe_edi\wizards\account_invoice_refund.py,l10n_pe_edi
AccountGenericTaxReport,account.generic.tax.report,_get_reports_buttons,C:\Odoo\sh\src\enterprise\l10n_se_reports\models\account_generic_tax_report.py,l10n_se_reports
AccountGenericTaxReport,account.generic.tax.report,get_xml,C:\Odoo\sh\src\enterprise\l10n_se_reports\models\account_generic_tax_report.py,l10n_se_reports
GenericTaxReport,account.generic.tax.report,_get_total_line_eval_dict,C:\Odoo\sh\src\enterprise\l10n_sg_reports\models\account_generic_tax_report.py,l10n_sg_reports
TaxFinancialReport,account.generic.tax.report,_get_reports_buttons,C:\Odoo\sh\src\enterprise\l10n_uk_reports\models\account_financial_report.py,l10n_uk_reports
HmrcSendWizard,l10n_uk.hmrc.send.wizard,default_get,C:\Odoo\sh\src\enterprise\l10n_uk_reports\wizard\hmrc_send_wizard.py,l10n_uk_reports
ReportCheckRegister,l10n_us_reports.check.register,_get_options_journals_domain,C:\Odoo\sh\src\enterprise\l10n_us_reports\models\account_check_register.py,l10n_us_reports
ReportCheckRegister,l10n_us_reports.check.register,_get_lines,C:\Odoo\sh\src\enterprise\l10n_us_reports\models\account_check_register.py,l10n_us_reports
PublisherWarrantyContract,publisher_warranty.contract,_get_message,C:\Odoo\sh\src\enterprise\mail_enterprise\models\update.py,mail_enterprise
GithubRepository,mail.channel.github,create,C:\Odoo\sh\src\enterprise\mail_github\models\mail_channel_github.py,mail_github
User,res.users,__init__,C:\Odoo\sh\src\enterprise\mail_github\models\res_users.py,mail_github
IrHttp,ir.http,session_info,C:\Odoo\sh\src\enterprise\mail_mobile\models\ir_http.py,mail_mobile
MailThread,mail.thread,_notify_compute_recipients,C:\Odoo\sh\src\enterprise\mail_mobile\models\mail_thread.py,mail_mobile
MailThread,mail.thread,_notify_get_action_link,C:\Odoo\sh\src\enterprise\mail_mobile\models\mail_thread.py,mail_mobile
MassMailing,mailing.mailing,default_get,C:\Odoo\sh\src\enterprise\marketing_automation\models\mailing_mailing.py,marketing_automation
MassMailing,mailing.mailing,convert_links,C:\Odoo\sh\src\enterprise\marketing_automation\models\mailing_mailing.py,marketing_automation
MassMailing,mailing.mailing,_get_link_tracker_values,C:\Odoo\sh\src\enterprise\marketing_automation\models\mailing_mailing.py,marketing_automation
MailingTrace,mailing.trace,set_clicked,C:\Odoo\sh\src\enterprise\marketing_automation\models\mailing_trace.py,marketing_automation
MailingTrace,mailing.trace,set_opened,C:\Odoo\sh\src\enterprise\marketing_automation\models\mailing_trace.py,marketing_automation
MailingTrace,mailing.trace,set_replied,C:\Odoo\sh\src\enterprise\marketing_automation\models\mailing_trace.py,marketing_automation
MailingTrace,mailing.trace,set_bounced,C:\Odoo\sh\src\enterprise\marketing_automation\models\mailing_trace.py,marketing_automation
MarketingActivity,marketing.activity,create,C:\Odoo\sh\src\enterprise\marketing_automation\models\marketing_activity.py,marketing_automation
MarketingActivity,marketing.activity,write,C:\Odoo\sh\src\enterprise\marketing_automation\models\marketing_activity.py,marketing_automation
MarketingCampaign,marketing.campaign,copy,C:\Odoo\sh\src\enterprise\marketing_automation\models\marketing_campaign.py,marketing_automation
MarketingParticipant,marketing.participant,default_get,C:\Odoo\sh\src\enterprise\marketing_automation\models\marketing_participant.py,marketing_automation
MarketingParticipant,marketing.participant,create,C:\Odoo\sh\src\enterprise\marketing_automation\models\marketing_participant.py,marketing_automation
MailingTraceReport,mailing.trace.report,_report_get_request_where_items,C:\Odoo\sh\src\enterprise\marketing_automation\report\mailing_trace_report.py,marketing_automation
MailComposeMessage,mail.compose.message,get_mail_values,C:\Odoo\sh\src\enterprise\marketing_automation\wizard\mail_compose_message.py,marketing_automation
MarketingCampaignTest,marketing.campaign.test,default_get,C:\Odoo\sh\src\enterprise\marketing_automation\wizard\marketing_campaign_test.py,marketing_automation
MassMailing,mailing.mailing,_send_sms_get_composer_values,C:\Odoo\sh\src\enterprise\marketing_automation_sms\models\mailing_mailing.py,marketing_automation_sms
MailingTrace,mailing.trace,set_failed,C:\Odoo\sh\src\enterprise\marketing_automation_sms\models\mailing_trace.py,marketing_automation_sms
MailingTrace,mailing.trace,set_clicked,C:\Odoo\sh\src\enterprise\marketing_automation_sms\models\mailing_trace.py,marketing_automation_sms
MailingTrace,mailing.trace,set_bounced,C:\Odoo\sh\src\enterprise\marketing_automation_sms\models\mailing_trace.py,marketing_automation_sms
MarketingActivity,marketing.activity,_compute_mass_mailing_id_mailing_type,C:\Odoo\sh\src\enterprise\marketing_automation_sms\models\marketing_activity.py,marketing_automation_sms
MarketingActivity,marketing.activity,_compute_trigger_category,C:\Odoo\sh\src\enterprise\marketing_automation_sms\models\marketing_activity.py,marketing_automation_sms
MarketingTrace,marketing.trace,process_event,C:\Odoo\sh\src\enterprise\marketing_automation_sms\models\marketing_trace.py,marketing_automation_sms
SMSComposer,sms.composer,_prepare_mass_sms_values,C:\Odoo\sh\src\enterprise\marketing_automation_sms\wizard\sms_composer.py,marketing_automation_sms
MrpWorkcenter,mrp.workcenter,_get_unavailability_intervals,C:\Odoo\sh\src\enterprise\mrp_maintenance\models\mrp_maintenance.py,mrp_maintenance
StockRule,stock.rule,_make_po_get_domain,C:\Odoo\sh\src\enterprise\mrp_mps\models\stock_rule.py,mrp_mps
MrpBomLine,mrp.bom.line,create,C:\Odoo\sh\src\enterprise\mrp_plm\models\mrp_bom.py,mrp_plm
MrpBomLine,mrp.bom.line,write,C:\Odoo\sh\src\enterprise\mrp_plm\models\mrp_bom.py,mrp_plm
MrpBomLine,mrp.bom.line,unlink,C:\Odoo\sh\src\enterprise\mrp_plm\models\mrp_bom.py,mrp_plm
MrpEcoType,mrp.eco.type,_alias_get_creation_values,C:\Odoo\sh\src\enterprise\mrp_plm\models\mrp_eco.py,mrp_plm
MrpEco,mrp.eco,create,C:\Odoo\sh\src\enterprise\mrp_plm\models\mrp_eco.py,mrp_plm
MrpEco,mrp.eco,write,C:\Odoo\sh\src\enterprise\mrp_plm\models\mrp_eco.py,mrp_plm
MrpEco,mrp.eco,message_post,C:\Odoo\sh\src\enterprise\mrp_plm\models\mrp_eco.py,mrp_plm
ReportBomStructure,report.mrp.report_bom_structure,_get_bom,C:\Odoo\sh\src\enterprise\mrp_plm\report\mrp_report_bom_structure.py,mrp_plm
ReportBomStructure,report.mrp.report_bom_structure,_get_bom_lines,C:\Odoo\sh\src\enterprise\mrp_plm\report\mrp_report_bom_structure.py,mrp_plm
ReportBomStructure,report.mrp.report_bom_structure,_get_pdf_line,C:\Odoo\sh\src\enterprise\mrp_plm\report\mrp_report_bom_structure.py,mrp_plm
MrpBom,mrp.bom,write,C:\Odoo\sh\src\enterprise\mrp_workorder\models\mrp_bom.py,mrp_workorder
MrpProduction,mrp.production,_generate_backorder_productions,C:\Odoo\sh\src\enterprise\mrp_workorder\models\mrp_production.py,mrp_workorder
MrpProduction,mrp.production,_button_mark_done_sanity_checks,C:\Odoo\sh\src\enterprise\mrp_workorder\models\mrp_production.py,mrp_workorder
MrpWorkcenter,mrp.workcenter,action_work_order,C:\Odoo\sh\src\enterprise\mrp_workorder\models\mrp_workorder.py,mrp_workorder
MrpProductionWorkcenterLine,mrp.workorder,action_cancel,C:\Odoo\sh\src\enterprise\mrp_workorder\models\mrp_workorder.py,mrp_workorder
MrpProductionWorkcenterLine,mrp.workorder,button_start,C:\Odoo\sh\src\enterprise\mrp_workorder\models\mrp_workorder.py,mrp_workorder
MrpProductionWorkcenterLine,mrp.workorder,button_finish,C:\Odoo\sh\src\enterprise\mrp_workorder\models\mrp_workorder.py,mrp_workorder
MrpProductionWorkcenterLine,mrp.workorder,_get_byproduct_move_to_update,C:\Odoo\sh\src\enterprise\mrp_workorder\models\mrp_workorder.py,mrp_workorder
MrpProductionWorkcenterLine,mrp.workorder,_action_confirm,C:\Odoo\sh\src\enterprise\mrp_workorder\models\mrp_workorder.py,mrp_workorder
MrpProductionWorkcenterLine,mrp.workorder,_update_qty_producing,C:\Odoo\sh\src\enterprise\mrp_workorder\models\mrp_workorder.py,mrp_workorder
MrpRouting,mrp.routing.workcenter,write,C:\Odoo\sh\src\enterprise\mrp_workorder\models\quality.py,mrp_workorder
QualityPoint,quality.point,_compute_available_product_ids,C:\Odoo\sh\src\enterprise\mrp_workorder\models\quality.py,mrp_workorder
QualityCheck,quality.check,create,C:\Odoo\sh\src\enterprise\mrp_workorder\models\quality.py,mrp_workorder
QualityCheck,quality.check,_compute_title,C:\Odoo\sh\src\enterprise\mrp_workorder\models\quality.py,mrp_workorder
ResConfigSettings,res.config.settings,set_values,C:\Odoo\sh\src\enterprise\mrp_workorder\models\res_config_settings.py,mrp_workorder
StockMove,stock.move,_should_bypass_set_qty_producing,C:\Odoo\sh\src\enterprise\mrp_workorder\models\stock_move.py,mrp_workorder
StockMove,stock.move,_action_assign,C:\Odoo\sh\src\enterprise\mrp_workorder\models\stock_move.py,mrp_workorder
ChangeProductionQty,change.production.qty,change_prod_qty,C:\Odoo\sh\src\enterprise\mrp_workorder\wizard\change_production_qty.py,mrp_workorder
MrpProductionWorkcenterLine,mrp.workorder,action_print,C:\Odoo\sh\src\enterprise\mrp_workorder_iot\models\mrp_workorder.py,mrp_workorder_iot
AccountMove,account.move,_reverse_moves,C:\Odoo\sh\src\enterprise\partner_commission\models\account_move.py,partner_commission
AccountMove,account.move,action_invoice_paid,C:\Odoo\sh\src\enterprise\partner_commission\models\account_move.py,partner_commission
CommissionRule,commission.rule,_auto_init,C:\Odoo\sh\src\enterprise\partner_commission\models\commission_plan.py,partner_commission
CrmLead,crm.lead,action_new_quotation,C:\Odoo\sh\src\enterprise\partner_commission\models\crm_lead.py,partner_commission
SaleOrder,sale.order,_prepare_invoice,C:\Odoo\sh\src\enterprise\partner_commission\models\sale_order.py,partner_commission
SaleOrder,sale.order,_prepare_subscription_data,C:\Odoo\sh\src\enterprise\partner_commission\models\sale_order.py,partner_commission
SaleSubscription,sale.subscription,_prepare_invoice_data,C:\Odoo\sh\src\enterprise\partner_commission\models\sale_subscription.py,partner_commission
SaleSubscription,sale.subscription,_prepare_renewal_order_values,C:\Odoo\sh\src\enterprise\partner_commission\models\sale_subscription.py,partner_commission
AccountMoveLine,account.move.line,reconcile,C:\Odoo\sh\src\enterprise\payment_sepa_direct_debit\models\account_move.py,payment_sepa_direct_debit
ResPartner,res.partner,write,C:\Odoo\sh\src\enterprise\payment_sepa_direct_debit\models\partner.py,payment_sepa_direct_debit
PaymentAcquirerSepaDirectDebit,payment.acquirer,_create_missing_journal_for_acquirers,C:\Odoo\sh\src\enterprise\payment_sepa_direct_debit\models\payment.py,payment_sepa_direct_debit
PaymentAcquirerSepaDirectDebit,payment.acquirer,_get_feature_support,C:\Odoo\sh\src\enterprise\payment_sepa_direct_debit\models\payment.py,payment_sepa_direct_debit
PaymentAcquirerSepaDirectDebit,payment.acquirer,write,C:\Odoo\sh\src\enterprise\payment_sepa_direct_debit\models\payment.py,payment_sepa_direct_debit
SDDMandate,sdd.mandate,write,C:\Odoo\sh\src\enterprise\payment_sepa_direct_debit\models\payment.py,payment_sepa_direct_debit
Employee,hr.employee,_init_column,C:\Odoo\sh\src\enterprise\planning\models\hr.py,planning
Employee,hr.employee,write,C:\Odoo\sh\src\enterprise\planning\models\hr.py,planning
Planning,planning.slot,default_get,C:\Odoo\sh\src\enterprise\planning\models\planning.py,planning
Planning,planning.slot,_init_column,C:\Odoo\sh\src\enterprise\planning\models\planning.py,planning
Planning,planning.slot,create,C:\Odoo\sh\src\enterprise\planning\models\planning.py,planning
Planning,planning.slot,write,C:\Odoo\sh\src\enterprise\planning\models\planning.py,planning
PlanningTemplate,planning.slot.template,read_group,C:\Odoo\sh\src\enterprise\planning\models\planning_template.py,planning
PlanningSend,planning.send,default_get,C:\Odoo\sh\src\enterprise\planning\wizard\planning_send.py,planning
SlotPlanningSelectSend,slot.planning.select.send,default_get,C:\Odoo\sh\src\enterprise\planning\wizard\slot_planning_select_send.py,planning
AccountGenericTaxReport,account.generic.tax.report,_get_grids_refund_sql_condition,C:\Odoo\sh\src\enterprise\pos_account_reports\models\account_generic_tax_report.py,pos_account_reports
AccountGenericTaxReport,account.generic.tax.report,_get_not_entry_condition,C:\Odoo\sh\src\enterprise\pos_account_reports\models\account_generic_tax_report.py,pos_account_reports
pos_config,pos.config,open_session_cb,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
pos_config,pos.config,_compute_iot_device_ids,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
res_users,res.users,create,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
res_users,res.users,write,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
res_users,res.users,unlink,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
pos_session,pos.session,action_pos_session_closing_control,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
pos_order,pos.order,create,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
pos_order,pos.order,unlink,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
pos_order,pos.order,write,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
pos_order,pos.order,refund,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
pos_order,pos.order,_order_fields,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
pos_order,pos.order,create_from_ui,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
pos_make_payment,pos.make.payment,check,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
pos_order_line,pos.order.line,write,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
pos_order_line_pro_forma,pos.order_line_pro_forma,create,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
pos_blackbox_be_log,pos_blackbox_be.log,create,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
product_template,product.template,create,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
product_template,product.template,write,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
product_template,product.template,unlink,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
module,ir.module.module,module_uninstall,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
AccountChartTemplate,account.chart.template,_load,C:\Odoo\sh\src\enterprise\pos_blackbox_be\models\pos_blackbox_be.py,pos_blackbox_be
PosConfig,pos.config,open_session_cb,C:\Odoo\sh\src\enterprise\pos_hr_l10n_be\models\hr_employee.py,pos_hr_l10n_be
PosSession,pos.session,_get_order_data_for_user_report,C:\Odoo\sh\src\enterprise\pos_hr_l10n_be\models\hr_employee.py,pos_hr_l10n_be
PoSPaymentMethod,pos.payment.method,_get_payment_terminal_selection,C:\Odoo\sh\src\enterprise\pos_iot\models\pos_payment_method.py,pos_iot
PoSPaymentMethod,pos.payment.method,_onchange_use_payment_terminal,C:\Odoo\sh\src\enterprise\pos_iot\models\pos_payment_method.py,pos_iot
ResConfigSettings,res.config.settings,set_values,C:\Odoo\sh\src\enterprise\pos_iot\models\res_config_settings.py,pos_iot
ReportSaleDetails,report.point_of_sale.report_saledetails,get_sale_details,C:\Odoo\sh\src\enterprise\pos_l10n_se\models\pos_blackbox_sweden.py,pos_l10n_se
PosConfig,pos.config,create,C:\Odoo\sh\src\enterprise\pos_l10n_se\models\pos_blackbox_sweden.py,pos_l10n_se
PosConfig,pos.config,_compute_iot_device_ids,C:\Odoo\sh\src\enterprise\pos_l10n_se\models\pos_blackbox_sweden.py,pos_l10n_se
PosConfig,pos.config,open_session_cb,C:\Odoo\sh\src\enterprise\pos_l10n_se\models\pos_blackbox_sweden.py,pos_l10n_se
PosOrder,pos.order,unlink,C:\Odoo\sh\src\enterprise\pos_l10n_se\models\pos_blackbox_sweden.py,pos_l10n_se
PosOrder,pos.order,_order_fields,C:\Odoo\sh\src\enterprise\pos_l10n_se\models\pos_blackbox_sweden.py,pos_l10n_se
PosOrder,pos.order,create_from_ui,C:\Odoo\sh\src\enterprise\pos_l10n_se\models\pos_blackbox_sweden.py,pos_l10n_se
PosOrder,pos.order,refund,C:\Odoo\sh\src\enterprise\pos_l10n_se\models\pos_blackbox_sweden.py,pos_l10n_se
PosOrderLineProforma,pos.order_line_pro_forma,create,C:\Odoo\sh\src\enterprise\pos_l10n_se\models\pos_blackbox_sweden.py,pos_l10n_se
PosOrder,pos.order,_order_fields,C:\Odoo\sh\src\enterprise\pos_loyalty\models\pos_order.py,pos_loyalty
PosOrder,pos.order,create_from_ui,C:\Odoo\sh\src\enterprise\pos_loyalty\models\pos_order.py,pos_loyalty
ProductProduct,product.product,write,C:\Odoo\sh\src\enterprise\pos_loyalty\models\product.py,pos_loyalty
BasePartnerMergeAutomaticWizard,base.partner.merge.automatic.wizard,_get_summable_fields,C:\Odoo\sh\src\enterprise\pos_loyalty\wizard\base_partner_merge.py,pos_loyalty
Task,project.task,_compute_recurrence_message,C:\Odoo\sh\src\enterprise\project_enterprise\models\project.py,project_enterprise
ReportProjectTaskUser,report.project.task.user,_select,C:\Odoo\sh\src\enterprise\project_enterprise\report\project_report.py,project_enterprise
ReportProjectTaskUser,report.project.task.user,_group_by,C:\Odoo\sh\src\enterprise\project_enterprise\report\project_report.py,project_enterprise
PlanningTemplate,planning.slot.template,name_get,C:\Odoo\sh\src\enterprise\project_forecast\models\planning_template.py,project_forecast
Project,project.project,unlink,C:\Odoo\sh\src\enterprise\project_forecast\models\project.py,project_forecast
Task,project.task,unlink,C:\Odoo\sh\src\enterprise\project_forecast\models\project.py,project_forecast
PlanningShift,planning.slot,default_get,C:\Odoo\sh\src\enterprise\project_forecast\models\project_forecast.py,project_forecast
PlanningShift,planning.slot,_get_fields_breaking_publication,C:\Odoo\sh\src\enterprise\project_forecast\models\project_forecast.py,project_forecast
PlanningShift,planning.slot,_name_get_fields,C:\Odoo\sh\src\enterprise\project_forecast\models\project_forecast.py,project_forecast
PlanningShift,planning.slot,_prepare_template_values,C:\Odoo\sh\src\enterprise\project_forecast\models\project_forecast.py,project_forecast
PlanningShift,planning.slot,_get_template_fields,C:\Odoo\sh\src\enterprise\project_forecast\models\project_forecast.py,project_forecast
PlanningShift,planning.slot,_get_domain_template_slots,C:\Odoo\sh\src\enterprise\project_forecast\models\project_forecast.py,project_forecast
PlanningShift,planning.slot,_compute_template_autocomplete_ids,C:\Odoo\sh\src\enterprise\project_forecast\models\project_forecast.py,project_forecast
PlanningShift,planning.slot,_compute_template_id,C:\Odoo\sh\src\enterprise\project_forecast\models\project_forecast.py,project_forecast
PlanningShift,planning.slot,_compute_allow_template_creation,C:\Odoo\sh\src\enterprise\project_forecast\models\project_forecast.py,project_forecast
PlanningShift,planning.slot,create,C:\Odoo\sh\src\enterprise\project_forecast\models\project_forecast.py,project_forecast
PlanningShift,planning.slot,write,C:\Odoo\sh\src\enterprise\project_forecast\models\project_forecast.py,project_forecast
PlanningShift,planning.slot,_filter_slots_front_end,C:\Odoo\sh\src\enterprise\project_forecast\models\project_forecast.py,project_forecast
Task,project.task,name_get,C:\Odoo\sh\src\enterprise\project_timesheet_forecast_sale\models\project.py,project_timesheet_forecast_sale
ProjectOverview,project.project,_plan_prepare_values,C:\Odoo\sh\src\enterprise\project_timesheet_forecast_sale\models\project_overview.py,project_timesheet_forecast_sale
ProjectOverview,project.project,_plan_get_employee_ids,C:\Odoo\sh\src\enterprise\project_timesheet_forecast_sale\models\project_overview.py,project_timesheet_forecast_sale
ProjectOverview,project.project,_table_get_line_values,C:\Odoo\sh\src\enterprise\project_timesheet_forecast_sale\models\project_overview.py,project_timesheet_forecast_sale
ProjectOverview,project.project,_table_header,C:\Odoo\sh\src\enterprise\project_timesheet_forecast_sale\models\project_overview.py,project_timesheet_forecast_sale
ProjectOverview,project.project,_table_row_default,C:\Odoo\sh\src\enterprise\project_timesheet_forecast_sale\models\project_overview.py,project_timesheet_forecast_sale
ProjectOverview,project.project,_table_rows_sql_query,C:\Odoo\sh\src\enterprise\project_timesheet_forecast_sale\models\project_overview.py,project_timesheet_forecast_sale
ProjectOverview,project.project,_table_rows_get_employee_lines,C:\Odoo\sh\src\enterprise\project_timesheet_forecast_sale\models\project_overview.py,project_timesheet_forecast_sale
ProjectOverview,project.project,_table_get_empty_so_lines,C:\Odoo\sh\src\enterprise\project_timesheet_forecast_sale\models\project_overview.py,project_timesheet_forecast_sale
ProjectOverview,project.project,_plan_get_stat_button,C:\Odoo\sh\src\enterprise\project_timesheet_forecast_sale\models\project_overview.py,project_timesheet_forecast_sale
SaleOrderLine,sale.order.line,_timesheet_create_project,C:\Odoo\sh\src\enterprise\project_timesheet_forecast_sale\models\sale_order.py,project_timesheet_forecast_sale
PurchaseOrder,purchase.order,_prepare_invoice,C:\Odoo\sh\src\enterprise\purchase_intrastat\models\purchase_order.py,purchase_intrastat
QualityPoint,quality.point,create,C:\Odoo\sh\src\enterprise\quality\models\quality.py,quality
QualityAlertTeam,quality.alert.team,_alias_get_creation_values,C:\Odoo\sh\src\enterprise\quality\models\quality.py,quality
QualityCheck,quality.check,create,C:\Odoo\sh\src\enterprise\quality\models\quality.py,quality
QualityAlert,quality.alert,create,C:\Odoo\sh\src\enterprise\quality\models\quality.py,quality
QualityAlert,quality.alert,write,C:\Odoo\sh\src\enterprise\quality\models\quality.py,quality
QualityPoint,quality.point,check_execute_now,C:\Odoo\sh\src\enterprise\quality_control\models\quality.py,quality_control
QualityPoint,quality.point,_get_type_default_domain,C:\Odoo\sh\src\enterprise\quality_control\models\quality.py,quality_control
QualityCheck,quality.check,_compute_result,C:\Odoo\sh\src\enterprise\quality_control\models\quality.py,quality_control
QualityCheck,quality.check,_get_check_result,C:\Odoo\sh\src\enterprise\quality_control\models\quality.py,quality_control
QualityCheck,quality.check,redirect_after_pass_fail,C:\Odoo\sh\src\enterprise\quality_control\models\quality.py,quality_control
QualityAlert,quality.alert,message_new,C:\Odoo\sh\src\enterprise\quality_control\models\quality.py,quality_control
StockMove,stock.move,_action_confirm,C:\Odoo\sh\src\enterprise\quality_control\models\stock_move.py,quality_control
StockPicking,stock.picking,_create_backorder,C:\Odoo\sh\src\enterprise\quality_control\models\stock_picking.py,quality_control
StockPicking,stock.picking,_action_done,C:\Odoo\sh\src\enterprise\quality_control\models\stock_picking.py,quality_control
StockPicking,stock.picking,_pre_action_done_hook,C:\Odoo\sh\src\enterprise\quality_control\models\stock_picking.py,quality_control
StockPicking,stock.picking,action_cancel,C:\Odoo\sh\src\enterprise\quality_control\models\stock_picking.py,quality_control
QualityCheck,quality.check,redirect_after_pass_fail,C:\Odoo\sh\src\enterprise\quality_control_picking_batch\models\quality_check.py,quality_control_picking_batch
QualityCheck,quality.check,redirect_after_failure,C:\Odoo\sh\src\enterprise\quality_control_picking_batch\models\quality_check.py,quality_control_picking_batch
MrpProduction,mrp.production,button_mark_done,C:\Odoo\sh\src\enterprise\quality_mrp\models\mrp_production.py,quality_mrp
MrpProduction,mrp.production,action_cancel,C:\Odoo\sh\src\enterprise\quality_mrp\models\mrp_production.py,quality_mrp
StockMove,stock.move,_action_confirm,C:\Odoo\sh\src\enterprise\quality_mrp\models\stock_move.py,quality_mrp
MrpProductionWorkcenterLine,mrp.workorder,_next,C:\Odoo\sh\src\enterprise\quality_mrp_workorder\models\mrp_workorder.py,quality_mrp_workorder
QualityPoint,quality.point,_get_domain_for_production,C:\Odoo\sh\src\enterprise\quality_mrp_workorder\models\quality.py,quality_mrp_workorder
QualityCheck,quality.check,_get_check_result,C:\Odoo\sh\src\enterprise\quality_mrp_workorder\models\quality.py,quality_mrp_workorder
QualityCheck,quality.check,redirect_after_pass_fail,C:\Odoo\sh\src\enterprise\quality_mrp_workorder\models\quality.py,quality_mrp_workorder
AccountReconciliation,account.reconciliation.widget,get_bank_statement_line_data,C:\Odoo\sh\src\enterprise\sale_account_accountant\models\account_reconciliation_widget.py,sale_account_accountant
SaleOrder,sale.order,action_confirm,C:\Odoo\sh\src\enterprise\sale_account_taxcloud\models\sale_order.py,sale_account_taxcloud
